v4_0,financial-and-calendar-years,Time,uk-only,Geography,quintile,Quintile,averages-and-percentiles,AveragesAndPercentiles,income-type,Income,value-deflation,Deflation
10589,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
6169,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
21480,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,deflated-value,Deflated value
505,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,original,Original,undeflated-value,Undeflated value
11347,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,undeflated-value,Undeflated value
61150,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,deflated-value,Deflated value
19475,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,deflated-value,Deflated value
5293,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,undeflated-value,Undeflated value
8875,1992,1992,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
6283,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,undeflated-value,Undeflated value
21110,1992,1992,K02000001,United Kingdom,all,All,median,Median,original,Original,deflated-value,Deflated value
12515,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,undeflated-value,Undeflated value
19772,1992,1992,K02000001,United Kingdom,all,All,median,Median,final,Final,deflated-value,Deflated value
3821,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
15232,1992,1992,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,deflated-value,Deflated value
1605,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,undeflated-value,Undeflated value
20127,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
14512,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,original,Original,undeflated-value,Undeflated value
23365,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
30575,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,undeflated-value,Undeflated value
15511,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,final,Final,deflated-value,Deflated value
15426,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,deflated-value,Deflated value
31441,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,deflated-value,Deflated value
21632,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
6015,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,undeflated-value,Undeflated value
11568,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
13644,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
34704,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,undeflated-value,Undeflated value
9350,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,undeflated-value,Undeflated value
11520,1992,1992,K02000001,United Kingdom,all,All,median,Median,final,Final,undeflated-value,Undeflated value
8605,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,disposable,Disposable,deflated-value,Deflated value
10323,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,deflated-value,Deflated value
13999,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,deflated-value,Deflated value
16048,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,deflated-value,Deflated value
19857,1992,1992,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,deflated-value,Deflated value
12299,1992,1992,K02000001,United Kingdom,all,All,median,Median,original,Original,undeflated-value,Undeflated value
15206,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
59565,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,deflated-value,Deflated value
18706,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
5014,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
5712,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,undeflated-value,Undeflated value
3496,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
6920,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,final,Final,undeflated-value,Undeflated value
15677,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
13976,1992,1992,K02000001,United Kingdom,all,All,median,Median,gross,Gross,undeflated-value,Undeflated value
10899,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
18654,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,original,Original,undeflated-value,Undeflated value
35628,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,undeflated-value,Undeflated value
27114,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
23117,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,final,Final,deflated-value,Deflated value
9037,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,final,Final,undeflated-value,Undeflated value
11915,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,undeflated-value,Undeflated value
38172,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,final,Final,deflated-value,Deflated value
8142,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
16914,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,undeflated-value,Undeflated value
18318,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,undeflated-value,Undeflated value
14898,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
33817,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,deflated-value,Deflated value
26906,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,deflated-value,Deflated value
20450,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,deflated-value,Deflated value
32017,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,original,Original,deflated-value,Deflated value
13949,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,undeflated-value,Undeflated value
12604,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
19606,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,undeflated-value,Undeflated value
6206,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
11560,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
10783,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,deflated-value,Deflated value
11737,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,deflated-value,Deflated value
10651,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,deflated-value,Deflated value
24052,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,deflated-value,Deflated value
22240,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,final,Final,undeflated-value,Undeflated value
8987,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
43430,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,deflated-value,Deflated value
19841,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,deflated-value,Deflated value
34544,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
23418,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,disposable,Disposable,deflated-value,Deflated value
6838,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,undeflated-value,Undeflated value
12641,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
5860,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,undeflated-value,Undeflated value
19456,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,deflated-value,Deflated value
2755,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,deflated-value,Deflated value
9085,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,deflated-value,Deflated value
33650,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,deflated-value,Deflated value
23941,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,deflated-value,Deflated value
14828,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,undeflated-value,Undeflated value
8988,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,undeflated-value,Undeflated value
867,1992,1992,K02000001,United Kingdom,1st,1st,median,Median,original,Original,deflated-value,Deflated value
16332,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,deflated-value,Deflated value
25450,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,deflated-value,Deflated value
41101,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,deflated-value,Deflated value
51420,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,original,Original,deflated-value,Deflated value
21696,1992,1992,K02000001,United Kingdom,4th,4th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
23988,1992,1992,K02000001,United Kingdom,all,All,median,Median,gross,Gross,deflated-value,Deflated value
13469,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,final,Final,undeflated-value,Undeflated value
9804,1992,1992,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,deflated-value,Deflated value
13975,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,deflated-value,Deflated value
47554,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
19855,1992,1992,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,deflated-value,Deflated value
52477,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,deflated-value,Deflated value
29031,1992,1992,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,deflated-value,Deflated value
8156,1992,1992,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
15798,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
14014,1992,1992,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
25304,1992,1992,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,undeflated-value,Undeflated value
29959,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,original,Original,undeflated-value,Undeflated value
9515,1992,1992,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
19703,1992,1992,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,undeflated-value,Undeflated value
11569,1992,1992,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,undeflated-value,Undeflated value
23947,1992,1992,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
7261,1999-00,1999-00,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,undeflated-value,Undeflated value
15380,1999-00,1999-00,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,undeflated-value,Undeflated value
19654,1999-00,1999-00,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
17184,1999-00,1999-00,K02000001,United Kingdom,4th,4th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
1525,1999-00,1999-00,K02000001,United Kingdom,1st,1st,median,Median,original,Original,deflated-value,Deflated value
53552,1999-00,1999-00,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,deflated-value,Deflated value
15986,1999-00,1999-00,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,undeflated-value,Undeflated value
12220,1999-00,1999-00,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
21125,1999-00,1999-00,K02000001,United Kingdom,all,All,mean,Mean,original,Original,undeflated-value,Undeflated value
37792,1999-00,1999-00,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,deflated-value,Deflated value
17691,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,deflated-value,Deflated value
24971,1999-00,1999-00,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
75411,1999-00,1999-00,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,deflated-value,Deflated value
19950,1999-00,1999-00,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
18887,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,deflated-value,Deflated value
17778,1999-00,1999-00,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,deflated-value,Deflated value
40330,1999-00,1999-00,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,deflated-value,Deflated value
25579,1999-00,1999-00,K02000001,United Kingdom,all,All,median,Median,original,Original,deflated-value,Deflated value
28153,1999-00,1999-00,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
27265,1999-00,1999-00,K02000001,United Kingdom,all,All,mean,Mean,final,Final,deflated-value,Deflated value
1048,1999-00,1999-00,K02000001,United Kingdom,1st,1st,median,Median,original,Original,undeflated-value,Undeflated value
11252,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
43680,1999-00,1999-00,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,undeflated-value,Undeflated value
11181,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
19091,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,deflated-value,Deflated value
13461,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,deflated-value,Deflated value
22332,1999-00,1999-00,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
15585,1999-00,1999-00,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,undeflated-value,Undeflated value
19574,1999-00,1999-00,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,undeflated-value,Undeflated value
18742,1999-00,1999-00,K02000001,United Kingdom,all,All,mean,Mean,final,Final,undeflated-value,Undeflated value
28504,1999-00,1999-00,K02000001,United Kingdom,all,All,median,Median,gross,Gross,deflated-value,Deflated value
35208,1999-00,1999-00,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,deflated-value,Deflated value
17165,1999-00,1999-00,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
15661,1999-00,1999-00,K02000001,United Kingdom,all,All,median,Median,final,Final,undeflated-value,Undeflated value
6712,1999-00,1999-00,K02000001,United Kingdom,1st,1st,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
22672,1999-00,1999-00,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,deflated-value,Deflated value
40956,1999-00,1999-00,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
38366,1999-00,1999-00,K02000001,United Kingdom,4th,4th,median,Median,original,Original,deflated-value,Deflated value
30731,1999-00,1999-00,K02000001,United Kingdom,all,All,mean,Mean,original,Original,deflated-value,Deflated value
4614,1999-00,1999-00,K02000001,United Kingdom,1st,1st,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
7851,1999-00,1999-00,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,undeflated-value,Undeflated value
8457,1999-00,1999-00,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,undeflated-value,Undeflated value
34427,1999-00,1999-00,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
33433,1999-00,1999-00,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
30366,1999-00,1999-00,K02000001,United Kingdom,5th,5th,median,Median,final,Final,undeflated-value,Undeflated value
